SaleID,Date,Hour,ProductKey,CustomerKey,StaffKey,Quantity,UnitPrice,Discount,LineTotal,PrescriptionRequired,RefusedNoPrescription
15307,2024-07-23,15,27,588,4,1,26.7,0.0,26.7,0,0
15308,2024-07-23,9,17,569,1,1,29.6,0.0,29.6,1,0
15309,2024-07-23,19,19,176,4,1,21.2,0.0,21.2,1,0
15310,2024-07-23,18,8,346,2,1,13.4,0.0,13.4,0,0
15311,2024-07-23,15,32,130,1,2,23.8,0.0,47.6,0,0
15312,2024-07-23,15,29,429,4,3,58.0,0.0,174.0,0,0
15313,2024-07-23,10,35,591,1,1,47.0,2.35,44.65,0,0
15314,2024-07-23,16,43,621,5,1,8.2,0.0,8.2,0,0
15315,2024-07-23,10,40,23,1,1,35.2,0.0,35.2,1,0
15315,2024-07-23,10,27,23,1,2,26.7,0.0,53.4,0,0
15316,2024-07-24,11,38,278,2,2,27.4,2.74,52.06,1,0
15317,2024-07-24,17,7,421,5,3,14.2,0.0,42.6,0,0
15318,2024-07-24,12,37,31,5,1,30.6,3.06,27.54,1,0
15318,2024-07-24,12,22,31,5,1,49.0,2.45,46.55,0,0
15319,2024-07-24,17,34,395,1,1,11.2,0.0,11.2,0,0
15319,2024-07-24,17,4,395,1,1,27.0,0.0,27.0,1,0
15320,2024-07-24,16,15,202,5,1,96.0,0.0,96.0,1,0
15321,2024-07-24,8,23,582,3,1,34.0,0.0,34.0,0,0
15322,2024-07-24,17,36,354,4,2,199.0,0.0,398.0,0,0
15323,2024-07-24,17,42,750,2,1,20.4,0.0,20.4,0,0
15324,2024-07-24,10,25,769,2,3,29.9,4.48,85.22,0,0
15325,2024-07-24,15,27,8,5,1,26.7,0.0,26.7,0,0
15326,2024-07-24,14,31,306,1,1,21.0,0.0,21.0,0,0
15326,2024-07-24,14,1,306,1,1,9.5,0.0,9.5,0,0
15327,2024-07-24,19,20,259,3,1,19.8,0.0,19.8,1,0
15328,2024-07-24,9,40,137,2,2,35.2,0.0,70.4,1,0
15329,2024-07-24,10,8,715,5,1,13.4,0.0,13.4,0,0
15330,2024-07-24,16,37,567,2,2,30.6,6.12,55.08,1,0
15330,2024-07-24,16,31,567,2,1,21.0,0.0,21.0,0,0
15330,2024-07-24,16,33,567,2,1,15.4,0.0,15.4,0,0
15330,2024-07-24,16,36,567,2,1,199.0,9.95,189.05,0,0
15331,2024-07-24,11,30,336,2,1,39.0,0.0,39.0,0,0
15331,2024-07-24,11,2,336,2,1,11.9,0.0,11.9,0,0
15332,2024-07-24,18,35,757,3,1,47.0,0.0,47.0,0,0
15332,2024-07-24,18,26,757,3,1,56.0,0.0,56.0,0,0
15333,2024-07-24,18,34,649,5,1,11.2,0.0,11.2,0,0
15334,2024-07-24,9,34,290,2,1,11.2,0.0,11.2,0,0
15334,2024-07-24,9,30,290,2,1,39.0,0.0,39.0,0,0
15334,2024-07-24,9,3,290,2,2,8.4,0.84,15.96,0,0
15335,2024-07-24,15,30,106,1,3,39.0,0.0,117.0,0,0
15336,2024-07-24,17,32,641,3,1,23.8,1.19,22.61,0,0
15337,2024-07-24,18,1,339,2,1,9.5,0.0,9.5,0,0
15338,2024-07-24,12,1,226,2,1,9.5,0.0,9.5,0,0
15338,2024-07-24,12,32,226,2,1,23.8,0.0,23.8,0,0
15338,2024-07-24,12,3,226,2,2,8.4,0.0,16.8,0,0
15338,2024-07-24,12,31,226,2,3,21.0,0.0,63.0,0,0
15339,2024-07-24,10,19,690,4,2,21.2,4.24,38.16,1,0
15339,2024-07-24,10,20,690,4,1,19.8,0.0,19.8,1,0
15340,2024-07-24,18,39,512,3,1,16.8,0.0,16.8,1,0
15341,2024-07-24,12,28,747,3,3,42.5,0.0,127.5,0,0
15341,2024-07-24,12,9,747,3,1,45.0,0.0,45.0,1,0
15342,2024-07-24,13,30,166,4,2,39.0,0.0,78.0,0,0
15342,2024-07-24,13,7,166,4,2,14.2,0.0,28.4,0,0
15343,2024-07-24,18,4,806,5,2,27.0,5.4,48.6,1,0
15343,2024-07-24,18,29,806,5,1,58.0,0.0,58.0,0,0
15343,2024-07-24,18,5,806,5,1,39.9,2.0,37.9,1,0
15343,2024-07-24,18,37,806,5,1,30.6,1.53,29.07,1,0
15344,2024-07-24,18,34,78,1,1,11.2,0.0,11.2,0,0
15344,2024-07-24,18,29,78,1,2,58.0,0.0,116.0,0,0
15344,2024-07-24,18,6,78,1,2,33.5,3.35,63.65,1,0
15345,2024-07-24,16,31,313,4,1,21.0,2.1,18.9,0,0
15346,2024-07-24,17,35,200,5,1,47.0,0.0,47.0,0,0
15346,2024-07-24,17,36,200,5,2,199.0,0.0,398.0,0,0
15347,2024-07-24,16,38,660,5,1,27.4,0.0,27.4,1,0
15348,2024-07-24,9,16,757,2,1,68.0,0.0,68.0,0,0
15348,2024-07-24,9,3,757,2,2,8.4,0.0,16.8,0,0
15349,2024-07-24,12,3,729,1,1,8.4,0.0,8.4,0,0
15350,2024-07-24,16,24,395,1,2,22.5,4.5,40.5,0,0
15350,2024-07-24,16,39,395,1,1,16.8,0.0,16.8,1,0
15351,2024-07-24,10,16,734,4,2,68.0,6.8,129.2,0,0
15352,2024-07-24,16,34,450,2,1,11.2,0.56,10.64,0,0
15353,2024-07-24,17,44,136,5,1,18.9,0.0,18.9,0,0
15353,2024-07-24,17,25,136,5,1,29.9,0.0,29.9,0,0
15353,2024-07-24,17,32,136,5,1,23.8,0.0,23.8,0,0
15354,2024-07-24,17,32,648,5,1,23.8,0.0,23.8,0,0
15355,2024-07-24,10,14,135,2,1,24.8,2.48,22.32,1,0
15356,2024-07-24,13,30,675,2,2,39.0,0.0,78.0,0,0
15356,2024-07-24,13,34,675,2,1,11.2,0.0,11.2,0,0
15356,2024-07-24,13,41,675,2,1,52.0,0.0,52.0,0,0
15357,2024-07-24,18,32,729,5,1,23.8,2.38,21.42,0,0
15358,2024-07-24,15,37,474,2,1,30.6,0.0,30.6,1,0
15358,2024-07-24,15,2,474,2,1,11.9,0.0,11.9,0,0
15359,2024-07-24,19,9,65,4,1,45.0,0.0,45.0,1,0
15360,2024-07-24,17,45,369,2,1,34.5,1.72,32.78,0,0
15360,2024-07-24,17,31,369,2,1,21.0,0.0,21.0,0,0
15360,2024-07-24,17,2,369,2,2,11.9,0.0,23.8,0,0
15360,2024-07-24,17,30,369,2,1,39.0,3.9,35.1,0,0
15361,2024-07-24,17,43,80,2,1,8.2,0.0,8.2,0,0
15362,2024-07-24,15,9,642,3,2,45.0,4.5,85.5,1,0
15362,2024-07-24,15,20,642,3,1,19.8,0.0,19.8,1,0
15363,2024-07-24,10,28,562,1,1,42.5,0.0,42.5,0,0
15363,2024-07-24,10,25,562,1,2,29.9,0.0,59.8,0,0
15364,2024-07-24,14,9,232,5,1,45.0,4.5,40.5,1,0
15364,2024-07-24,14,14,232,5,1,24.8,0.0,24.8,1,0
15364,2024-07-24,14,24,232,5,1,22.5,0.0,22.5,0,0
15364,2024-07-24,14,31,232,5,2,21.0,0.0,42.0,0,0
15365,2024-07-24,9,36,592,3,1,199.0,0.0,199.0,0,0
15366,2024-07-24,16,5,18,4,1,39.9,0.0,39.9,1,0
15366,2024-07-24,16,21,18,4,1,12.6,0.0,12.6,0,0
15366,2024-07-24,16,17,18,4,1,29.6,0.0,29.6,1,0
15366,2024-07-24,16,30,18,4,1,39.0,0.0,39.0,0,0
15367,2024-07-24,14,7,641,3,1,14.2,0.0,14.2,0,0
15368,2024-07-24,16,8,3,2,1,13.4,0.0,13.4,0,0
15369,2024-07-25,14,31,345,1,1,21.0,0.0,21.0,0,0
15369,2024-07-25,14,22,345,1,1,49.0,0.0,49.0,0,0
15370,2024-07-25,17,42,330,2,1,20.4,0.0,20.4,0,0
15370,2024-07-25,17,11,330,2,1,19.5,0.98,18.52,0,0
15370,2024-07-25,17,25,330,2,1,29.9,1.5,28.4,0,0
15370,2024-07-25,17,32,330,2,1,23.8,2.38,21.42,0,0
15371,2024-07-25,11,33,793,4,1,15.4,1.54,13.86,0,0
15371,2024-07-25,11,32,793,4,2,23.8,2.38,45.22,0,0
15372,2024-07-25,15,16,463,5,2,68.0,0.0,136.0,0,0
15372,2024-07-25,15,29,463,5,1,58.0,0.0,58.0,0,0
15373,2024-07-25,12,29,671,3,1,58.0,2.9,55.1,0,0
15374,2024-07-25,12,27,547,1,2,26.7,0.0,53.4,0,0
15375,2024-07-25,9,6,770,2,1,33.5,0.0,33.5,1,0
15376,2024-07-25,12,9,724,3,1,45.0,0.0,45.0,1,0
15377,2024-07-25,17,33,803,2,1,15.4,0.0,15.4,0,0
15378,2024-07-25,10,37,757,5,2,30.6,0.0,61.2,1,0
15379,2024-07-25,18,34,390,1,1,11.2,0.0,11.2,0,0
15380,2024-07-25,16,24,720,1,1,22.5,0.0,22.5,0,0
15381,2024-07-25,17,20,326,3,1,19.8,0.0,19.8,1,0
15382,2024-07-25,11,15,842,4,2,96.0,0.0,192.0,1,0
15383,2024-07-25,10,26,546,1,1,56.0,0.0,56.0,0,0
15384,2024-07-25,16,16,207,5,1,68.0,0.0,68.0,0,0
15385,2024-07-25,18,3,791,1,1,8.4,0.0,8.4,0,0
15385,2024-07-25,18,34,791,1,2,11.2,0.0,22.4,0,0
15385,2024-07-25,18,7,791,1,1,14.2,0.71,13.49,0,0
15386,2024-07-25,16,3,748,1,1,8.4,0.0,8.4,0,0
15387,2024-07-25,10,43,248,5,1,8.2,0.0,8.2,0,0
15388,2024-07-25,10,37,306,1,1,30.6,0.0,30.6,1,0
15388,2024-07-25,10,2,306,1,1,11.9,0.0,11.9,0,0
15389,2024-07-25,15,20,711,3,1,19.8,0.99,18.81,1,0
15390,2024-07-25,17,18,436,5,3,23.4,0.0,70.2,1,0
15390,2024-07-25,17,11,436,5,1,19.5,0.0,19.5,0,0
15390,2024-07-25,17,12,436,5,1,10.9,0.55,10.35,0,0
15391,2024-07-25,13,32,634,5,1,23.8,2.38,21.42,0,0
15391,2024-07-25,13,9,634,5,1,45.0,4.5,40.5,1,0
15391,2024-07-25,13,34,634,5,1,11.2,0.0,11.2,0,0
15391,2024-07-25,13,14,634,5,1,24.8,1.24,23.56,1,0
15392,2024-07-25,18,32,198,1,2,23.8,4.76,42.84,0,0
15392,2024-07-25,18,9,198,1,1,45.0,0.0,45.0,1,0
15393,2024-07-25,17,30,134,1,2,39.0,0.0,78.0,0,0
15394,2024-07-25,10,28,750,3,2,42.5,0.0,85.0,0,0
15395,2024-07-25,10,1,711,1,2,9.5,0.0,19.0,0,0
15396,2024-07-25,11,19,255,3,1,21.2,0.0,21.2,1,0
15397,2024-07-25,18,44,429,1,1,18.9,0.0,18.9,0,0
15398,2024-07-25,17,32,159,1,1,23.8,0.0,23.8,0,0
15399,2024-07-25,17,43,163,1,1,8.2,0.0,8.2,0,0
15400,2024-07-25,17,9,288,3,1,45.0,2.25,42.75,1,0
15400,2024-07-25,17,29,288,3,1,58.0,0.0,58.0,0,0
15400,2024-07-25,17,44,288,3,1,18.9,0.0,18.9,0,0
15401,2024-07-25,14,38,428,1,1,27.4,0.0,27.4,1,0
15402,2024-07-25,12,31,78,4,1,21.0,0.0,21.0,0,0
15403,2024-07-25,13,22,757,2,1,49.0,0.0,49.0,0,0
15404,2024-07-25,9,20,8,1,3,19.8,0.0,59.4,1,0
15404,2024-07-25,9,3,8,1,1,8.4,0.0,8.4,0,0
15404,2024-07-25,9,44,8,1,1,18.9,0.94,17.96,0,0
15404,2024-07-25,9,41,8,1,1,52.0,5.2,46.8,0,0
15405,2024-07-25,18,2,679,1,1,11.9,0.0,11.9,0,0
15406,2024-07-25,12,32,656,1,1,23.8,0.0,23.8,0,0
15406,2024-07-25,12,36,656,1,3,199.0,0.0,597.0,0,0
15407,2024-07-25,15,26,648,3,1,56.0,0.0,56.0,0,0
15408,2024-07-25,11,38,468,4,1,27.4,1.37,26.03,1,0
15409,2024-07-25,19,2,604,3,1,11.9,0.6,11.3,0,0
15409,2024-07-25,19,21,604,3,1,12.6,0.0,12.6,0,0
15409,2024-07-25,19,31,604,3,2,21.0,0.0,42.0,0,0
15409,2024-07-25,19,3,604,3,3,8.4,0.0,25.2,0,0
15410,2024-07-25,18,30,483,2,1,39.0,0.0,39.0,0,0
15411,2024-07-25,14,32,60,3,1,23.8,0.0,23.8,0,0
15412,2024-07-25,18,45,769,2,1,34.5,1.72,32.78,0,0
15413,2024-07-25,10,7,671,1,2,14.2,0.0,28.4,0,0
15414,2024-07-25,14,2,197,2,1,11.9,0.0,11.9,0,0
15414,2024-07-25,14,8,197,2,1,13.4,1.34,12.06,0,0
15415,2024-07-25,13,20,734,4,1,19.8,0.0,19.8,1,0
15415,2024-07-25,13,22,734,4,1,49.0,0.0,49.0,0,0
15416,2024-07-25,16,26,533,4,1,56.0,0.0,56.0,0,0
15417,2024-07-25,19,29,440,1,2,58.0,0.0,116.0,0,0
15418,2024-07-25,15,34,31,3,2,11.2,2.24,20.16,0,0
15419,2024-07-25,9,27,450,5,1,26.7,2.67,24.03,0,0
15419,2024-07-25,9,7,450,5,1,14.2,0.0,14.2,0,0
15419,2024-07-25,9,15,450,5,1,96.0,0.0,96.0,1,0
15420,2024-07-25,18,9,741,2,1,45.0,0.0,45.0,1,0
15421,2024-07-25,15,36,379,5,1,199.0,19.9,179.1,0,0
15421,2024-07-25,15,29,379,5,1,58.0,2.9,55.1,0,0
15422,2024-07-25,18,29,72,2,2,58.0,0.0,116.0,0,0
15422,2024-07-25,18,30,72,2,3,39.0,0.0,117.0,0,0
15423,2024-07-25,19,14,304,3,1,24.8,0.0,24.8,1,1
15423,2024-07-25,19,11,304,3,1,19.5,0.0,19.5,0,0
15424,2024-07-26,19,14,791,3,2,24.8,0.0,49.6,1,0
15425,2024-07-26,14,29,527,1,1,58.0,2.9,55.1,0,0
15425,2024-07-26,14,16,527,1,1,68.0,0.0,68.0,0,0
15426,2024-07-26,15,30,521,3,1,39.0,1.95,37.05,0,0
15427,2024-07-26,11,41,21,4,1,52.0,5.2,46.8,0,0
15427,2024-07-26,11,39,21,4,1,16.8,0.0,16.8,1,0
15427,2024-07-26,11,1,21,4,2,9.5,0.0,19.0,0,0
15428,2024-07-26,11,43,73,4,1,8.2,0.0,8.2,0,0
15428,2024-07-26,11,8,73,4,2,13.4,0.0,26.8,0,0
15428,2024-07-26,11,15,73,4,1,96.0,0.0,96.0,1,0
15429,2024-07-26,18,29,135,5,1,58.0,5.8,52.2,0,0
15429,2024-07-26,18,41,135,5,1,52.0,2.6,49.4,0,0
15430,2024-07-26,12,8,5,5,1,13.4,0.0,13.4,0,0
15431,2024-07-26,16,37,226,4,3,30.6,9.18,82.62,1,0
15431,2024-07-26,16,36,226,4,1,199.0,0.0,199.0,0,0
15432,2024-07-26,16,29,618,4,1,58.0,0.0,58.0,0,0
15432,2024-07-26,16,35,618,4,1,47.0,0.0,47.0,0,0
15432,2024-07-26,16,45,618,4,1,34.5,0.0,34.5,0,0
15433,2024-07-26,12,34,82,1,1,11.2,0.0,11.2,0,0
15434,2024-07-26,15,45,847,4,1,34.5,0.0,34.5,0,0
15434,2024-07-26,15,37,847,4,1,30.6,3.06,27.54,1,0
15434,2024-07-26,15,1,847,4,1,9.5,0.95,8.55,0,0
15434,2024-07-26,15,44,847,4,1,18.9,0.0,18.9,0,0
15435,2024-07-26,18,1,415,2,2,9.5,1.9,17.1,0,0
15435,2024-07-26,18,34,415,2,1,11.2,0.0,11.2,0,0
15436,2024-07-26,13,34,83,5,1,11.2,0.0,11.2,0,0
15437,2024-07-26,19,25,138,4,1,29.9,0.0,29.9,0,0
15437,2024-07-26,19,17,138,4,2,29.6,0.0,59.2,1,0
15437,2024-07-26,19,7,138,4,1,14.2,0.0,14.2,0,0
15437,2024-07-26,19,27,138,4,1,26.7,0.0,26.7,0,0
15438,2024-07-26,13,30,131,3,1,39.0,0.0,39.0,0,0
15438,2024-07-26,13,12,131,3,1,10.9,0.0,10.9,0,0
15438,2024-07-26,13,29,131,3,1,58.0,0.0,58.0,0,0
15439,2024-07-26,12,42,449,1,1,20.4,0.0,20.4,0,0
15439,2024-07-26,12,45,449,1,2,34.5,0.0,69.0,0,0
15440,2024-07-26,15,32,31,2,2,23.8,4.76,42.84,0,0
15440,2024-07-26,15,13,31,2,1,16.3,0.82,15.48,0,0
15441,2024-07-26,19,8,695,2,1,13.4,0.67,12.73,0,0
15441,2024-07-26,19,7,695,2,1,14.2,0.0,14.2,0,0
15442,2024-07-26,17,8,815,5,2,13.4,0.0,26.8,0,0
15443,2024-07-26,12,29,618,4,1,58.0,5.8,52.2,0,0
15444,2024-07-26,16,6,200,1,1,33.5,0.0,33.5,1,0
15444,2024-07-26,16,5,200,1,1,39.9,0.0,39.9,1,0
15445,2024-07-26,17,2,209,1,1,11.9,0.0,11.9,0,0
15445,2024-07-26,17,29,209,1,1,58.0,0.0,58.0,0,0
15445,2024-07-26,17,3,209,1,1,8.4,0.0,8.4,0,0
15446,2024-07-26,16,6,848,4,1,33.5,1.68,31.82,1,0
15446,2024-07-26,16,42,848,4,1,20.4,2.04,18.36,0,0
15447,2024-07-26,17,39,538,2,1,16.8,0.0,16.8,1,0
15447,2024-07-26,17,20,538,2,1,19.8,0.0,19.8,1,0
15448,2024-07-26,13,44,734,1,1,18.9,1.89,17.01,0,0
15449,2024-07-26,14,25,31,1,2,29.9,0.0,59.8,0,0
15450,2024-07-26,12,38,777,2,2,27.4,0.0,54.8,1,0
15450,2024-07-26,12,31,777,2,1,21.0,0.0,21.0,0,0
15451,2024-07-26,12,39,562,3,2,16.8,3.36,30.24,1,0
15451,2024-07-26,12,30,562,3,1,39.0,0.0,39.0,0,0
15452,2024-07-26,17,32,195,2,1,23.8,2.38,21.42,0,0
15452,2024-07-26,17,33,195,2,1,15.4,0.0,15.4,0,0
15453,2024-07-26,13,35,489,4,1,47.0,0.0,47.0,0,0
15454,2024-07-26,18,32,600,5,1,23.8,0.0,23.8,0,0
15454,2024-07-26,18,18,600,5,1,23.4,0.0,23.4,1,0
15454,2024-07-26,18,15,600,5,1,96.0,4.8,91.2,1,0
15455,2024-07-26,17,20,340,3,1,19.8,0.0,19.8,1,0
15455,2024-07-26,17,36,340,3,1,199.0,0.0,199.0,0,0
15456,2024-07-26,15,38,283,2,1,27.4,0.0,27.4,1,0
15456,2024-07-26,15,18,283,2,1,23.4,0.0,23.4,1,0
15457,2024-07-26,13,24,6,5,1,22.5,0.0,22.5,0,0
15458,2024-07-26,12,42,65,2,1,20.4,0.0,20.4,0,0
15458,2024-07-26,12,8,65,2,1,13.4,0.0,13.4,0,0
15459,2024-07-26,16,32,200,4,1,23.8,2.38,21.42,0,0
15460,2024-07-26,12,34,239,5,2,11.2,0.0,22.4,0,0
15460,2024-07-26,12,2,239,5,2,11.9,0.0,23.8,0,0
15460,2024-07-26,12,9,239,5,1,45.0,0.0,45.0,1,0
15461,2024-07-26,17,37,288,2,2,30.6,3.06,58.14,1,0
15462,2024-07-26,17,33,675,2,2,15.4,0.0,30.8,0,0
15462,2024-07-26,17,32,675,2,1,23.8,0.0,23.8,0,0
15462,2024-07-26,17,30,675,2,1,39.0,0.0,39.0,0,0
15463,2024-07-26,10,3,815,1,1,8.4,0.0,8.4,0,0
15464,2024-07-26,13,16,794,3,1,68.0,0.0,68.0,0,0
15464,2024-07-26,13,29,794,3,2,58.0,0.0,116.0,0,0
15465,2024-07-26,12,16,665,1,1,68.0,6.8,61.2,0,0
15466,2024-07-26,9,6,428,3,2,33.5,0.0,67.0,1,0
15467,2024-07-26,19,14,391,1,1,24.8,0.0,24.8,1,0
15467,2024-07-26,19,25,391,1,1,29.9,0.0,29.9,0,0
15467,2024-07-26,19,39,391,1,2,16.8,0.0,33.6,1,0
15468,2024-07-26,13,31,366,2,1,21.0,0.0,21.0,0,0
15468,2024-07-26,13,24,366,2,1,22.5,0.0,22.5,0,0
15468,2024-07-26,13,11,366,2,2,19.5,1.95,37.05,0,0
15469,2024-07-26,16,37,280,5,2,30.6,0.0,61.2,1,0
15469,2024-07-26,16,3,280,5,1,8.4,0.0,8.4,0,0
15470,2024-07-26,15,17,215,5,1,29.6,0.0,29.6,1,0
15470,2024-07-26,15,20,215,5,3,19.8,2.97,56.43,1,0
15470,2024-07-26,15,14,215,5,1,24.8,0.0,24.8,1,0
15471,2024-07-26,17,44,373,5,2,18.9,0.0,37.8,0,0
15471,2024-07-26,17,29,373,5,1,58.0,0.0,58.0,0,0
15472,2024-07-26,8,26,288,2,1,56.0,0.0,56.0,0,0
15472,2024-07-26,8,35,288,2,1,47.0,0.0,47.0,0,0
15472,2024-07-26,8,11,288,2,1,19.5,0.0,19.5,0,0
15473,2024-07-26,16,21,632,3,1,12.6,1.26,11.34,0,0
15473,2024-07-26,16,32,632,3,2,23.8,0.0,47.6,0,0
15474,2024-07-26,14,9,680,1,1,45.0,0.0,45.0,1,0
15475,2024-07-26,12,2,215,2,3,11.9,1.78,33.92,0,0
15475,2024-07-26,12,7,215,2,2,14.2,0.0,28.4,0,0
15476,2024-07-26,8,2,221,1,1,11.9,0.0,11.9,0,0
15476,2024-07-26,8,5,221,1,2,39.9,7.98,71.82,1,0
15477,2024-07-26,8,7,720,1,1,14.2,0.0,14.2,0,0
15478,2024-07-26,18,11,637,1,1,19.5,0.0,19.5,0,0
15479,2024-07-26,10,31,841,4,1,21.0,0.0,21.0,0,0
15479,2024-07-26,10,35,841,4,1,47.0,4.7,42.3,0,0
15480,2024-07-26,9,45,513,3,1,34.5,1.72,32.78,0,0
15480,2024-07-26,9,13,513,3,1,16.3,0.0,16.3,0,0
15481,2024-07-26,11,13,835,3,1,16.3,0.0,16.3,0,0
15482,2024-07-26,12,18,827,4,1,23.4,2.34,21.06,1,0
15482,2024-07-26,12,27,827,4,1,26.7,0.0,26.7,0,0
15482,2024-07-26,12,38,827,4,1,27.4,1.37,26.03,1,0
15483,2024-07-26,9,30,575,2,1,39.0,0.0,39.0,0,0
15483,2024-07-26,9,20,575,2,1,19.8,0.0,19.8,1,0
15483,2024-07-26,9,44,575,2,1,18.9,0.0,18.9,0,0
15484,2024-07-26,10,32,448,1,1,23.8,0.0,23.8,0,0
15484,2024-07-26,10,5,448,1,2,39.9,7.98,71.82,1,0
15485,2024-07-26,18,19,786,4,1,21.2,0.0,21.2,1,0
15485,2024-07-26,18,31,786,4,1,21.0,1.05,19.95,0,0
15486,2024-07-26,12,29,81,2,1,58.0,0.0,58.0,0,0
15486,2024-07-26,12,30,81,2,1,39.0,0.0,39.0,0,0
15486,2024-07-26,12,31,81,2,1,21.0,1.05,19.95,0,0
15487,2024-07-26,8,37,455,2,1,30.6,0.0,30.6,1,0
15488,2024-07-26,10,32,387,5,3,23.8,0.0,71.4,0,0
15489,2024-07-26,11,4,166,2,1,27.0,1.35,25.65,1,0
15489,2024-07-26,11,31,166,2,1,21.0,1.05,19.95,0,0
15489,2024-07-26,11,22,166,2,2,49.0,0.0,98.0,0,0
15490,2024-07-26,15,24,353,1,1,22.5,0.0,22.5,0,0
15490,2024-07-26,15,34,353,1,1,11.2,0.0,11.2,0,0
15490,2024-07-26,15,20,353,1,2,19.8,0.0,39.6,1,0
15491,2024-07-26,11,22,295,1,1,49.0,0.0,49.0,0,0
15492,2024-07-26,16,18,344,3,2,23.4,0.0,46.8,1,0
15492,2024-07-26,16,17,344,3,1,29.6,0.0,29.6,1,0
15492,2024-07-26,16,26,344,3,1,56.0,0.0,56.0,0,0
15493,2024-07-26,17,3,7,3,2,8.4,0.0,16.8,0,0
15494,2024-07-26,8,10,139,4,1,42.0,2.1,39.9,1,0
15495,2024-07-26,11,41,416,3,2,52.0,0.0,104.0,0,0
15495,2024-07-26,11,45,416,3,1,34.5,0.0,34.5,0,0
15496,2024-07-26,11,31,235,3,1,21.0,0.0,21.0,0,0
15497,2024-07-26,16,21,139,1,1,12.6,0.0,12.6,0,0
15498,2024-07-27,11,30,812,2,1,39.0,0.0,39.0,0,0
15498,2024-07-27,11,29,812,2,1,58.0,0.0,58.0,0,0
15498,2024-07-27,11,8,812,2,1,13.4,0.0,13.4,0,0
15499,2024-07-27,9,13,675,1,1,16.3,0.0,16.3,0,0
15499,2024-07-27,9,39,675,1,1,16.8,0.84,15.96,1,0
15500,2024-07-27,10,35,65,2,1,47.0,0.0,47.0,0,0
15501,2024-07-27,10,38,267,4,2,27.4,0.0,54.8,1,0
15501,2024-07-27,10,17,267,4,1,29.6,1.48,28.12,1,0
15502,2024-07-27,13,18,491,1,1,23.4,0.0,23.4,1,0
15503,2024-07-27,17,3,316,2,1,8.4,0.0,8.4,0,0
15504,2024-07-27,18,16,338,1,1,68.0,0.0,68.0,0,0
15504,2024-07-27,18,8,338,1,1,13.4,0.0,13.4,0,0
15504,2024-07-27,18,33,338,1,1,15.4,0.0,15.4,0,0
15505,2024-07-27,10,13,562,1,3,16.3,0.0,48.9,0,0
15506,2024-07-27,8,22,688,4,1,49.0,4.9,44.1,0,0
15506,2024-07-27,8,32,688,4,1,23.8,2.38,21.42,0,0
15507,2024-07-27,16,30,87,4,2,39.0,0.0,78.0,0,0
15507,2024-07-27,16,8,87,4,1,13.4,0.0,13.4,0,0
15508,2024-07-27,8,31,769,3,1,21.0,0.0,21.0,0,0
15508,2024-07-27,8,36,769,3,2,199.0,39.8,358.2,0,0
15509,2024-07-27,10,32,415,5,1,23.8,0.0,23.8,0,0
15509,2024-07-27,10,16,415,5,1,68.0,0.0,68.0,0,0
15509,2024-07-27,10,27,415,5,1,26.7,0.0,26.7,0,0
15510,2024-07-27,17,17,134,3,2,29.6,0.0,59.2,1,0
15510,2024-07-27,17,15,134,3,1,96.0,0.0,96.0,1,0
15510,2024-07-27,17,29,134,3,1,58.0,0.0,58.0,0,0
15511,2024-07-27,18,11,300,4,1,19.5,0.0,19.5,0,0
15512,2024-07-27,16,12,575,2,1,10.9,1.09,9.81,0,0
15513,2024-07-27,15,35,786,1,1,47.0,2.35,44.65,0,0
15514,2024-07-27,9,31,21,3,1,21.0,0.0,21.0,0,0
15515,2024-07-27,14,36,777,5,1,199.0,0.0,199.0,0,0
15515,2024-07-27,14,32,777,5,1,23.8,0.0,23.8,0,0
15515,2024-07-27,14,27,777,5,2,26.7,0.0,53.4,0,0
15515,2024-07-27,14,30,777,5,1,39.0,0.0,39.0,0,0
15516,2024-07-27,12,10,186,1,1,42.0,0.0,42.0,1,0
15516,2024-07-27,12,40,186,1,1,35.2,0.0,35.2,1,0
15517,2024-07-27,10,18,721,5,1,23.4,0.0,23.4,1,0
15518,2024-07-27,9,29,132,2,1,58.0,0.0,58.0,0,0
15519,2024-07-27,15,16,812,3,1,68.0,6.8,61.2,0,0
15520,2024-07-27,14,35,213,5,1,47.0,4.7,42.3,0,0
15520,2024-07-27,14,33,213,5,1,15.4,0.77,14.63,0,0
15521,2024-07-27,12,14,511,1,2,24.8,0.0,49.6,1,0
15522,2024-07-27,9,32,600,3,1,23.8,0.0,23.8,0,0
15523,2024-07-27,17,30,483,5,1,39.0,0.0,39.0,0,0
15523,2024-07-27,17,36,483,5,1,199.0,19.9,179.1,0,0
15524,2024-07-27,17,29,668,3,1,58.0,0.0,58.0,0,0
15525,2024-07-27,10,30,273,1,1,39.0,0.0,39.0,0,0
15526,2024-07-27,13,28,685,1,1,42.5,0.0,42.5,0,0
15526,2024-07-27,13,1,685,1,1,9.5,0.48,9.02,0,0
15526,2024-07-27,13,19,685,1,1,21.2,2.12,19.08,1,0
15527,2024-07-27,12,45,468,3,1,34.5,1.72,32.78,0,0
15527,2024-07-27,12,25,468,3,1,29.9,0.0,29.9,0,0
15528,2024-07-27,17,1,196,1,1,9.5,0.0,9.5,0,0
15528,2024-07-27,17,35,196,1,1,47.0,0.0,47.0,0,0
